DateOfOfqualDataSnapshot,QualificationName,AwardingOrganisation,QualificationNumber,Level,QualificationType,Subcategory,SectorSubjectArea,Status,Age1416_FundingAvailable,Age1416_FundingApprovalStartDate,Age1416_FundingApprovalEndDate,Age1416_Notes,Age1619_FundingAvailable,Age1619_FundingApprovalStartDate,Age1619_FundingApprovalEndDate,Age1619_Notes,LocalFlexibilities_FundingAvailable,LocalFlexibilities_FundingApprovalStartDate,LocalFlexibilities_FundingApprovalEndDate,LocalFlexibilities_Notes,LegalEntitlementL2L3_FundingAvailable,LegalEntitlementL2L3_FundingApprovalStartDate,LegalEntitlementL2L3_FundingApprovalEndDate,LegalEntitlementL2L3_Notes,LegalEntitlementEnglishandMaths_FundingAvailable,LegalEntitlementEnglishandMaths_FundingApprovalStartDate,LegalEntitlementEnglishandMaths_FundingApprovalEndDate,LegalEntitlementEnglishandMaths_Notes,DigitalEntitlement_FundingAvailable,DigitalEntitlement_FundingApprovalStartDate,DigitalEntitlement_FundingApprovalEndDate,DigitalEntitlement_Notes,ESFLevel34_FundingAvailable,ESFLevel34_FundingApprovalStartDate,ESFLevel34_FundingApprovalEndDate,ESFLevel34_Notes,AdvancedLearnerLoans_FundingAvailable,AdvancedLearnerLoans_FundingApprovalStartDate,AdvancedLearnerLoans_FundingApprovalEndDate,AdvancedLearnerLoans_Notes,AwardingOrganisationURL,L3FreeCoursesForJobs_FundingAvailable,L3FreeCoursesForJobs_FundingApprovalStartDate,L3FreeCoursesForJobs_FundingApprovalEndDate,L3FreeCoursesForJobs_Notes
22/10/2024,TQUK Level 3 Award in Emergency First Aid at Work (RQF),Training Qualifications UK Ltd,60321702,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,TQUK Level 3 Certificate in Understanding Mental Health (RQF),Training Qualifications UK Ltd,60332025,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/05/2018,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2018,31/07/2025,,,False,,,
22/10/2024,TQUK Level 3 Certificate in Understanding Autism (RQF),Training Qualifications UK Ltd,60332037,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/05/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2018,31/07/2026,,,True,01/04/2021,31/07/2026,
22/10/2024,TQUK Level 3 Certificate in Understanding the Principles of Dementia Care (RQF),Training Qualifications UK Ltd,60332189,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/05/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2018,31/07/2026,,,True,20/02/2023,31/07/2026,
22/10/2024,TQUK Level 3 Award in Mediation Practice (RQF)                                                ,Training Qualifications UK Ltd,60335907,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,TQUK Level 3 Award in Developing Emotional Awareness and Resilience in the Workplace (RQF),Training Qualifications UK Ltd,60339226,Level 3,Other Life Skills Qualification,,Health and social care,Approved,False,,,,True,01/01/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,TQUK Level 3 Diploma in Adult Care (RQF)                                         ,Training Qualifications UK Ltd,61001036,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/05/2022,31/07/2026,,,True,19/05/2022,31/07/2026,
22/10/2024,TQUK Level 3 Diploma in Healthcare Support Work (RQF),Training Qualifications UK Ltd,61022494,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,31/03/2023,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,True,31/03/2023,31/07/2025,,,True,17/04/2023,31/07/2025,
22/10/2024,VTCT Level 3 Diploma in Reflexology,VTCT,60048402,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/08/2012,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2026,,http://qualifications.vtct.org.uk/finder/qualfinder/qual.php?qual=AC30405,False,,,
22/10/2024,VTCT Level 3 Diploma in Complementary Therapies,VTCT,60048463,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/08/2012,31/07/2026,,False,,,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2026,,,False,,,
22/10/2024,VTCT Level 3 Diploma in Sports Massage Therapy,VTCT,60146187,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/01/2015,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2026,,http://qualifications.vtct.org.uk/finder/qualfinder/qual.php?qual=SP3D6,False,,,
22/10/2024,VTCT Level 3 Diploma in Complementary Therapies,VTCT,60169898,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/08/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,VTCT Level 3 Award in First Aid at Work,VTCT,60323814,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT Level 3 Award in Emergency First Aid at Work,VTCT,60337540,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/11/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Certificate in On-Site Massage,VTCT,60340782,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Certificate in Lymphatic Drainage Massage,VTCT,60340812,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Certificate in Diet and Nutrition for Complementary Therapists,VTCT,60340824,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Certificate in Stone Therapy Massage,VTCT,60340848,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Reiki,VTCT,60340861,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Complementary Therapy Treatments,VTCT,60340903,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,https://www.itecworld.co.uk/itec/Qual/QualUnit?QualID=2170,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Massage,VTCT,60340927,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,https://www.itecworld.co.uk/itec/Qual/QualUnit?QualID=2175,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Reflexology Treatments,VTCT,60340939,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Reflexology for the Complementary Therapist,VTCT,60340940,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,https://www.itecworld.co.uk/itec/Qual/QualUnit?QualID=2176,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Aromatherapy Treatments,VTCT,60340952,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Holistic Massage,VTCT,60340976,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Aromatherapy for the Complementary Therapist,VTCT,60340988,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,https://www.itecworld.co.uk/itec/Qual/QualUnit?QualID=2178,False,,,
22/10/2024,VTCT (ITEC) Level 3 Award in Healthy Eating and Wellbeing for the Complementary Therapy Client,VTCT,6034099X,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,"VTCT (ITEC) Level 3 Certificate in Anatomy, Physiology and Pathology for the Complementary Therapist",VTCT,60341002,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (ITEC) Level 3 Diploma in Sports Massage,VTCT,60345019,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,https://www.itecworld.co.uk/itec/Qual/QualUnit?QualID=2192,False,,,
22/10/2024,VTCT (ITEC) Level 3 Extended Diploma in Sports Massage,VTCT,60345032,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,WJEC Level 3 Applied Certificate in Health and Social Care,WJEC-CBAC,60308564,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2017,31/07/2025,,False,,,,True,01/09/2017,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2017,31/07/2025,,,False,,,
22/10/2024,WJEC Level 3 Applied Diploma in Health and Social Care,WJEC-CBAC,60308576,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2017,31/07/2025,,False,,,,True,01/09/2017,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2018,31/07/2025,,,False,,,
22/10/2024,YMCA Level 3 Award in Emergency First Aid at Work,YMCA Awards,60319021,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,YMCA Level 3 Award in First Aid at Work,YMCA Awards,60319033,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Active IQ Level 4 Certificate in Sports Massage Therapy,Active IQ,60149292,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/01/2015,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,,False,,,
22/10/2024,AIM Qualifications Level 4 Award in Work with Parents (Intense Support for Families with Complex Needs),AIM Qualifications,60318788,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/07/2017,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Level 4 Diploma in Counselling Practice,AIM Qualifications,60339871,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2019,31/07/2025,,http://www.aimawards.org.uk/advanced-qualification-search/ofqual-new/counselling-2019/counselling-level-4-diploma-in-counselling-practice-2019/aim-awards-level-4-diploma-in-counselling-practice-2019/,False,,,
22/10/2024,AIM Qualifications Level 4 Diploma in Independent Sexual Violence Adviser (ISVA) Practitioner Training,AIM Qualifications,60349682,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,12/08/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,AIM Qualifications Level 4 Award in Supporting High-Risk Domestic Abuse Victims and Survivors,AIM Qualifications,6037228X,Level 4,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/03/2021,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ATHE Level 4 Extended Diploma in Management for Health and Social Care,ATHE Ltd,60044354,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://athe.co.uk/level-4-management-for-health-and-social-care-qualifications/,False,,,
22/10/2024,ATHE Level 4 Diploma In Management for Health and Social Care,ATHE Ltd,60044366,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2022,31/07/2025,,https://www.athe.co.uk/qualifications/health-and-social-care/athe-level-4-extended-diploma-in-management-for-health-and-social-care,False,,,
22/10/2024,ATHE Level 4 Diploma in Health and Social Care (2023),ATHE Ltd,61032992,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,09/10/2023,31/07/2025,,,False,,,
22/10/2024,ATHE Level 4 Extended Diploma in Health and Social Care (2023),ATHE Ltd,61033005,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,09/10/2023,31/07/2025,,,False,,,
22/10/2024,BIIAB Level 4 Diploma in Adult Care,BIIAB,60328770,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/04/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/04/2018,31/07/2025,,https://www.biiab.org/qualifications/health-and-social-care/adult-social-care/biiab-level-4-diploma-in-adult-care-2018/,False,,,
22/10/2024,City & Guilds Level 4 Diploma In Adult Care (England),City and Guilds of London Institute,60156417,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/03/2015,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://www.cityandguilds.com/qualifications-and-apprenticeships/health-and-social-care/care/4222-health-and-social-care#tab=information,False,,,
22/10/2024,City & Guilds Level 4 Independent Advocacy Practice ,City and Guilds of London Institute,60368895,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,11/12/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,CPCAB Level 4 Diploma in Therapeutic Counselling (RQF),Counselling and Psychotherapy Central Awarding Body,5008088X,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://www.cpcab.co.uk/public_docs/tc-l4_specification,False,,,
22/10/2024,CPCAB Level 4 Diploma in Life Coaching (RQF),Counselling and Psychotherapy Central Awarding Body,60126085,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://www.cpcab.co.uk/qualifications/lc-l4,False,,,
22/10/2024,Focus Awards Level 4 Diploma in Adult Care (RQF),Focus Awards Limited,60339639,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,15/01/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2019,31/07/2025,,https://www.focusawards.org.uk/qualification/focus-awards-level-4-diploma-in-adult-care-rqf/,False,,,
22/10/2024,Focus Awards Level 4 Diploma in Advanced Care Practitioner (RQF),Focus Awards Limited,60341373,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,08/02/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2019,31/07/2025,,https://www.focusawards.org.uk/qualification/focus-awards-level-4-diploma-in-advanced-care-practitioner-rqf/,False,,,
22/10/2024,Highfield Level 4 Certificate in Principles of Leadership and Management for Adult Care (RQF),Highfield Qualifications,6030974X,Level 4,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,12/01/2017,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,12/01/2017,31/07/2025,,http://www.highfieldqualifications.com/qualifications/compliance/healthsocialcare/L4CAC,False,,,
22/10/2024,Highfield Level 4 Diploma in Adult Care (RQF),Highfield Qualifications,60328290,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/01/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/01/2018,31/07/2025,,https://highfieldqualifications.com/qualifications/apprenticeships/healthsocialcare/L4DIPACARE,False,,,
22/10/2024,iCQ Level 4 Diploma in Adult Care,iCan Qualifications Limited,60331811,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,12/04/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2019,31/07/2025,,https://icanqualify.net/,False,,,
22/10/2024,IAO Level 4 Diploma in Adult Care,Innovate Awarding,60325173,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/01/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/01/2018,31/07/2025,,https://www.innovateawarding.org/qualifications/qualifications-list/care/diploma-in-adult-care-1/,False,,,
22/10/2024,LASER Level 4 Diploma in Shiatsu,Laser Learning Awards,60356364,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/04/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/04/2020,31/07/2025,,https://www.laser-awards.org.uk/laser-qualifications/qualifications/qualifications-for-vocational-learners/shiatsu/,False,,,
22/10/2024,NCFE CACHE Level 4 Diploma in Adult Care ,NCFE,60326141,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/01/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/01/2018,31/07/2025,,https://www.qualhub.co.uk/qualification-search/qualification-detail/level-4-diploma-in-adult-care-547,False,,,
22/10/2024,NQual Level 4 Diploma in Adult Care,NQual,61029695,Level 4,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2023,31/07/2025,,,False,,,
